ReleaseDate,Movie,Genre,ProductionBudget,DomesticBoxOfficeToDate,Year,NetflixRating,OnNetflix,Awards,Nominations,BestPicture,RottenTomatosCriticScore,RottenTomatosAudienceScore,BigGenre,CalDate
3-Jun,Submarine,Comedy,1900000,467602,2011,NetflixRating,0,0,0,87,81,6.096774193548387
3-Jun,X-Men: First Class,Action,160000000,146408305,2011,NetflixRating,0,0,0,87,87,6.096774193548387
9-Jun,Super 8,Thriller/Suspense,50000000,127004179,2011,NetflixRating,0,0,0,82,75,6.290322580645161
17-Jun,Green Lantern,Action,200000000,116601172,2011,NetflixRating,0,0,0,26,46,6.548387096774194
17-Jun,Mr. Poppers's Penguins,Adventure,55000000,68224452,2011,NetflixRating,0,0,0,NA,NA,6.548387096774194
24-Jun,Bad Teacher,Comedy,19000000,100292856,2011,NetflixRating,0,0,0,44,36,6.774193548387097
24-Jun,A Better Life,Drama,10000000,1759252,2011,NetflixRating,0,0,0,84,79,6.774193548387097
24-Jun,Cars 2,Adventure,200000000,191450875,2011,NetflixRating,0,0,0,39,51,6.774193548387097
24-Jun,Le nom des gens,Comedy,4600000,514237,2011,NetflixRating,0,0,0,NA,NA,6.774193548387097
29-Jun,Transformers: Dark of the Moon,Action,195000000,352390543,2011,NetflixRating,0,0,0,36,56,6.935483870967742
1-Jul,Larry Crowne,Romantic Comedy,30000000,35608245,2011,NetflixRating,0,0,0,35,41,7.032258064516129
1-Jul,The Perfect Host,Thriller/Suspense,1000000,48764,2011,NetflixRating,0,0,0,44,55,7.032258064516129
8-Jul,Horrible Bosses,Comedy,35000000,117538559,2011,NetflixRating,0,0,0,69,70,7.258064516129032
8-Jul,Zookeeper,Romantic Comedy,80000000,80360866,2011,NetflixRating,0,0,0,14,42,7.258064516129032
15-Jul,Harry Potter and the Deathly Hallows: Part II,Adventure,125000000,381011219,2011,NetflixRating,0,0,0,96,89,7.483870967741936
15-Jul,Salvation Boulevard,Comedy,5500000,28468,2011,NetflixRating,0,0,0,21,23,7.483870967741936
15-Jul,Snow Flower and the Secret Fan,Drama,6000000,1348205,2011,NetflixRating,0,0,0,21,48,7.483870967741936
15-Jul,Winnie the Pooh,Adventure,30000000,26692846,2011,NetflixRating,0,0,0,90,80,7.483870967741936
22-Jul,Another Earth,Drama,175000,1321194,2011,NetflixRating,0,0,0,63,66,7.709677419354839
22-Jul,Captain America: The First Avenger,Action,140000000,176654505,2011,NetflixRating,0,0,0,79,73,7.709677419354839
22-Jul,Elle s'appelait Sarah,Drama,14500000,7691700,2011,NetflixRating,0,0,0,73,83,7.709677419354839
29-Jul,Attack the Block,Action,13000000,1024175,2011,NetflixRating,0,0,0,90,74,7.935483870967742
29-Jul,Cowboys and Aliens,Action,163000000,100240551,2011,NetflixRating,0,0,0,44,44,7.935483870967742
29-Jul,Crazy: Stupid: Love,Comedy,50000000,84351197,2011,NetflixRating,0,0,0,78,77,7.935483870967742
29-Jul,The Devil's Double,Drama,19100000,1361512,2011,NetflixRating,0,0,0,52,65,7.935483870967742
29-Jul,The Future,Drama,1000000,568662,2011,NetflixRating,0,0,0,71,55,7.935483870967742
29-Jul,The Guard,Comedy,6000000,5359774,2011,NetflixRating,0,0,0,95,81,7.935483870967742
29-Jul,The Smurfs,Adventure,110000000,142614158,2011,NetflixRating,0,0,0,22,44,7.935483870967742
5-Aug,The Change-Up,Comedy,52000000,37081475,2011,NetflixRating,0,0,0,25,48,8.161290322580646
5-Aug,Rise of the Planet of the Apes,Adventure,93000000,176760185,2011,NetflixRating,0,0,0,-1,98,8.161290322580646
10-Aug,Glee: The 3D Concert Movie,Concert/Performance,9000000,11862398,2011,NetflixRating,0,0,0,60,65,8.32258064516129
10-Aug,The Help,Drama,25000000,169705587,2011,NetflixRating,1,4,0,76,89,8.32258064516129
