Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
26-Aug,Brighton Rock,Drama,11000000,229653,,2011
,The Caller,Thriller/Suspense,,0,,2011
,Chasing Madoff,Documentary,,28850,,2011
,Circumstance,Drama,900000,454121,Play,2011
,Colombiana,Thriller/Suspense,40000000,36665854,Play,2011
,Don't Be Afraid of the Dark,Horror,25000000,24046682,Play,2011
,Evidence of a Haunting,Horror,,71834,,2011
,The Family Tree,Black Comedy,,6035,,2011
,Our Idiot Brother,Comedy,5000000,24814830,Play,2011
,Los ojos de Julia,Horror,,0,,2011
,Politics of Love,Romantic Comedy,,0,,2011
,Redemption Road,Drama,2300000,29384,,2011
,Rien a declarer,Comedy,,182295,,2011
,Sans queue ni tete,Drama,,8856,,2011
,Shut Up Little Man! An Audio Misadventure,Documentary,,23901,,2011
,Suing the Devil,Comedy,,0,,2011
,Swinging With The Finkels,Comedy,,0,,2011
,,,,,,2011
30-Aug,I'm With You,Concert/Performance,,0,,2011
,Laugh to Keep From Crying,Concert/Performance,,0,,2011
,,,,,,2011
31-Aug,Bodyguard,Action,,1834384,,2011
,Bol,Drama,,186410,,2011
,The Debt,Thriller/Suspense,20000000,31177548,Play,2011
,Rebirth,Documentary,,12358,,2011
,Serge Gainsbourg vie heroique,Drama,,233007,,2011
September: 2011,,,,,,2011
1-Sep,La Pivellina,Drama,,1350,,2011
,,,,,,2011
2-Sep,Love Exposure,Drama,,0,,2011
,Apollo 18,Thriller/Suspense,5000000,17686929,Play,2011
,Cafe de flore,Drama,,1574881,,2011
,Crime d'amour,Thriller/Suspense,,539792,,2011
,Di Renjie,Thriller/Suspense,,474754,,2011
,A Good Old Fashioned Orgy,Comedy,,154604,,2011
,InSight,Thriller/Suspense,,17107,,2011
,Je suis heureux que ma mère soit vivante,Drama,,8705,,2011
,Kinyarwanda,Drama,,0,,2011
,El lugar más pequeño,Documentary,,0,,2011
,Resurrect Dead: The Mystery of the Toynbee Tiles,Documentary,,20726,,2011
,Salvando al Soldado Perez,Action,4500000,1400726,,2011
,Seven Days In Utopia,Drama,,4367448,,2011
,Shark Night 3D,Horror,25000000,18877153,Play,2011
,That Girl in the Yellow Boots,Thriller/Suspense,,0,,2011
,,,,,,2011
6-Sep,Madso's War,,,0,,2011
,,,,,,2011
9-Sep,Autobiografia lui Nicolae Ceausescu,Documentary,,32889,,2011
,Beware the Gonzo,Comedy,,0,,2011
,The Black Power Mixtape: 1967-1975,Documentary,,273749,,2011
,Bucky Larson: Born to Be a Star,Comedy,,2529395,Play,2011
,Burke & Hare,Black Comedy,,4833,,2011
,Contagion,Thriller/Suspense,60000000,75658097,Play,2011
,Creature,Horror,,331000,Play,2011
,Da Wu Sheng,Drama,,35986,,2011
,Echotone,Documentary,,0,,2011
,Grave Encounters,Horror,2000000,0,,2011
,Inside Out,Drama,,0,,2011
,Kevin Hart: Laugh at My Pain,Concert/Performance,750000,7706436,,2011
,Love in Space,Romantic Comedy,,33976,,2011
,Main Street,Drama,,2560,,2011
,Mere Brother Ki Dulhan,Romantic Comedy,,496172,,2011
,One Fall,Drama,,0,,2011
,People v. The State of Illusion,Documentary,,42202,,2011
,Shaolin,Action,,66099,,2011
,Tanner Hall,Drama,3000000,5073,,2011
,Warrior,Drama,25000000,13657115,Play,2011
,We Were Here,Documentary,,0,,2011
,The Whale,Documentary,,81212,,2011
,Where Soldiers Come From,Documentary,,38151,,2011
,,,,,,2011
13-Sep,Barbie: Princess Charm School,Adventure,,0,,2011
,Never Back Down 2: The Beatdown,,,0,,2011
,,,,,,2011
14-Sep,Granito: How to Nail a Dictator,Documentary,,40726,,2011
,The Mill and the Cross,Drama,,312187,,2011
,,,,,,2011
16-Sep,3,Drama,7200000,59774,,2011
,Back Door Channels: The Price of Peace,Documentary,,12139,,2011
,Caesar & Otto's Summer Camp Massacre,Comedy,,25844,,2011
,Connected: An Autobiography about Love: Death & Technology,Documentary,,46782,,2011
,Drive,Action,15000000,35060689,Play,2011
,I Don't Know How She Does It,Comedy,24000000,9659074,Play,2011
,Jane's Journey,Documentary,,27253,,2011
,Ovsyanki,Drama,,0,,2011
,Prince of Swine,Comedy,,0,,2011
,Restless,Drama,8000000,163753,,2011
,Romeos,Drama,,0,,2011
,Sound it Out,Documentary,,0,,2011
,Stay Cool,Comedy,,0,,2011
,Straw Dogs,Thriller/Suspense,25000000,10324441,Play,2011
,Sykt lykkelig,Drama,,45154,,2011
,La tête en friche,Comedy,,0,,2011
,The Weird World of Blowfly,Documentary,,3062,,2011
,,,,,,2011
17-Sep,Anfea: The Answer,Drama,,0,,2011
,,,,,,2011
20-Sep,Breaking the Press,,,0,,2011
,Pearl Jam Twenty,Documentary,,471334,,2011
,The River Murders,Thriller/Suspense,,0,,2011
,Set Up,Action,,0,,2011
,Spooky Buddies,,,0,,2011
,,,,,,2011
22-Sep,Do-ga-ni,Drama,,0,,2011
,,,,,,2011
23-Sep,Abduction,Thriller/Suspense,35000000,28087155,Play,2011
,@urFRENZ,Thriller/Suspense,,0,,2011
,A Bird of the Air,Romantic Comedy,,10152,,2011
,Dolphin Tale,Drama,37000000,72286779,Play,2011
,Humans Vs. Zombies,Horror,,0,,2011
,Incendiary: The Willingham Case,Documentary,,21882,,2011
,Killer Elite,Action,70000000,25124986,Play,2011
,Limelight,Documentary,,60335,,2011
,Machine Gun Preacher,Drama,30000000,538690,Play,2011
,The Man Nobody Knew: In Search of My Father: CIA Spymaster William Colby,Documentary,,183342,,2011
,Mardi Gras: Spring Break,Comedy,,0,,2011
,Matrimonio all'italiana,Comedy,,10600,,2011
,Mausam,,,725966,,2011
,Moneyball,Drama,50000000,75605492,Play,2011
,Moteki,Romantic Comedy,,0,,2011
,Puncture,Drama,,67071,,2011
,Thunder Soul,Documentary,,143986,,2011
,Weekend,Drama,190000,484592,,2011
,,,,,,2011
27-Sep,Inni,Concert/Performance,,123988,,2011
,Jeff Dunham: Controlled Chaos,Concert/Performance,,0,,2011
,American Loser,Comedy,,0,,2011
,,,,,,2011
28-Sep,Un heureux événement,,,0,,2011
,You Don't Like the Truth: 4 Days Inside Quantanamo,Documentary,,0,,2011
,,,,,,2011
29-Sep,Huà Bì,Action,,0,,2011
,,,,,,2011
30-Sep,50/50,Black Comedy,8000000,35016118,Play,2011
,American Teacher,Documentary,,35148,,2011
,Benda Bilili!,Documentary,,13420,,2011
,Breakaway,Comedy,,1481735,,2011
,Bunraku,Action,,0,,2011
,Courageous,Drama,2000000,34522221,Play,2011
,Dream House,Horror,50000000,21302340,Play,2011
,Fancypants,Comedy,,4227,,2011
,Filth to Ashes: Flesh to Dust,Horror,,196147,,2011
,Finding Joe,Documentary,,55518,,2011
,Force,Action,,0,,2011
,Margaret,Drama,14000000,47185,,2011
,Munger Road,Thriller/Suspense,,266688,,2011
,Muran,,,30116,,2011
,Sahib Biwi Aur Gangster,,,14231,,2011
,Schastye moe,Drama,,6298,,2011
,Take Shelter,Drama,4750000,1728953,,2011
,Tucker & Dale vs. Evil,Black Comedy,5000000,223838,,2011
,What's Your Number?,Romantic Comedy,20000000,14011084,Play,2011
,Sarah Palin: You Betcha!,Documentary,,10935,,2011
October: 2011,,,,,,2011
4-Oct,A Haunting in Salem,,,0,,2011
,Silent Night: Zombie Night,Horror,,0,,2011
,La véritable histoire du Chat Botté,,25000000,0,,2011
,,,,,,2011
5-Oct,Hell and Back Again,Documentary,,40634,,2011
,,,,,,2011
6-Oct,Flying Monsters 3D,Documentary,,5751141,,2011
,,,,,,2011
7-Oct,Blackthorn,Adventure,4500000,200558,,2011
,La Bonheur des autres,Romantic Comedy,,162303,,2011
,Dirty Girl,Drama,,53630,,2011
,Everyday Sunshine: The Story of Fishbone,Documentary,,0,,2011
,Human Centipede 2: Full Sequence,Horror,,141877,,2011
,The Ides of March,Drama,23000000,40962534,Play,2011
,Rascals,,,261156,,2011
,Real Steel,Action,110000000,85463309,Play,2011
,The Sons of Tennessee Williams,Documentary,,3242,,2011
,The Swell Season,Documentary,,3178,,2011
,The Way,Drama,,4430650,Play,2011
,Xinhai geming,Drama,30000000,135739,,2011
,,,,,,2011
11-Oct,Arena,Action,,0,,2011
,Christmas Lodge,,,0,,2011
,,,,,,2011
12-Oct,America the Beautiful II: The Thin Commandments,Documentary,,12366,,2011
,,,,,,2011
14-Oct,The Big Year,Comedy,,7204138,Play,2011
,Bombay Beach,Documentary,,0,,2011
,Chalet Girl,Romantic Comedy,,1710,,2011
,Choejongbyungki Hwal,Action,,40685,,2011
,Dokani,Drama,,0,,2011
,Father of Invention,Drama,,0,,2011
,Fireflies in the Garden,Drama,,36884,,2011
,Footloose,Musical,24000000,51802742,Play,2011
,El Gran Milargro,Drama,,0,,2011
,The Greatest Miracle,,,166573,,2011
,Happy Life,Comedy,,0,,2011
,My Friend Pinto,Comedy,,0,,2011
,OKA!,Adventure,,18364,,2011
,La piel que habito,Drama,,3185193,Play,2011
,Revenge of the Electric Car,Documentary,,150886,,2011
,Texas Killing Fields,Thriller/Suspense,,45470,,2011
,The Thing,Horror,,16928670,Play,2011
,Trespass,Thriller/Suspense,,16816,,2011
,The Woman,Horror,,0,,2011
,,,,,,2011
18-Oct,Baarìa,,,0,,2011
,Batman Year One,Action,,0,,2011
,Chick Magnet,Comedy,,0,,2011
,Zombie Apocalypse: Redemption,Horror,,0,,2011
,,,,,,2011
19-Oct,The Catechism Cataclysm,Comedy,,4373,,2011
,Paul Goodman Changed My Life,Documentary,,36056,,2011
,,,,,,2011
20-Oct,Glitch in the Grid,Drama,,0,,2011
,Wan-deuk-i,Drama,,0,,2011
,,,,,,2011
21-Oct,Balls to the Wall,Comedy,,3140,,2011
,Being Elmo: A Puppeteer's Journey,Documentary,,303791,,2011
,Boy Wonder,Thriller/Suspense,,0,Play,2011
,Cargo,Drama,,0,,2011
,Elevate,Documentary,,5580,,2011
,Le Havre,Drama,5500000,611709,,2011
,Johnny English Reborn,Comedy,45000000,8305970,Play,2011
,Klitschko,Documentary,,0,,2011
,The Last Ride,Drama,,22157,,2011
,Margin Call,Drama,3400000,5353586,Play,2011
,Martha Marcy May Marlene,Thriller/Suspense,1000000,2981038,Play,2011
,The Mighty Macs,Drama,7000000,1891936,Play,2011
,Norman,Drama,,0,,2011
,Oranges and Sunshine,Drama,,0,,2011
,Paranormal Activity 3,Horror,5000000,104028807,Play,2011
,Retreat,Thriller/Suspense,,0,,2011
,The Reunion,Action,,0,,2011
,Snowmen,Drama,,66000,,2011
,The Three Musketeers 3D,Adventure,90000000,20377913,Play,2011
,,,,,,2011
25-Oct,Faces in the Crowd,Thriller/Suspense,,0,,2011
,Srpski film,,,0,,2011
,Wrong Turn 4: Bloody Beginnings,,,0,,2011
,,,,,,2011
26-Oct,Medianeras,Drama,,2377,,2011
,Ra. One,Action,,2509150,,2011
,,,,,,2011
27-Oct,The Hammer,Drama,,0,,2011
,Jack the Ripper: The Definitive Story,Documentary,,0,Play,2011
,,,,,,2011
28-Oct,13,Action,,0,,2011
,The Afflicted,Horror,,212940,,2011
,All's Faire in Love,Romantic Comedy,,22180,Play,2011
,And They're Off,Comedy,,0,,2011
,Anonymous,Thriller/Suspense,27500000,4463292,Play,2011
,The Double,Thriller/Suspense,,99612,,2011
,In Time,Thriller/Suspense,35000000,37553932,Play,2011
,Inkubus,Horror,,81600,,2011
,Janie Jones,Comedy,,6840,,2011
,Like Crazy,Drama,250000,3395391,Play,2011
,Monsieur Lazhar,Drama,,3371810,,2011
,My Reincarnation,Documentary,,92822,,2011
,Puss in Boots,Adventure,130000000,149260504,Play,2011
,Restitution,Thriller/Suspense,,2664,,2011
,The Rum Diary,Drama,,13109815,Play,2011
,Silver Bullets,Drama,,0,,2011
,Urbanized,Documentary,,0,,2011
,,,,,,2011
29-Oct,Sutekina kanashibari,Comedy,,0,,2011
,,,,,,2011
31-Oct,Chillerama,Horror,,0,,2011
November: 2011,,,,,,2011
2-Nov,Five Star Day,Drama,,0,,2011
,The Other F Word,Documentary,,53714,,2011
,,,,,,2011
3-Nov,Rise & Shine: The Jay DeMerit Story,Documentary,,0,,2011
,,,,,,2011
4-Nov,Charlotte Rampling: The Look,Documentary,,19988,,2011
,Young Goethe in Love,Drama,,162138,,2011
,A Good Day to Die,Documentary,,0,,2011
,Killing Bono,Comedy,,0,,2011
,The Last Rites of Joe May,Drama,,0,,2011
,The Son of No One,Drama,15000000,30680,Play,2011
,Stuck Between Stations,Drama,,0,,2011
,Tower Heist,Comedy,85000000,78046570,Play,2011
,A Very Harold & Kumar 3D Christmas,Comedy,20000000,35061031,Play,2011
,,,,,,2011
8-Nov,Barbie: A Perfect Christmas,Adventure,,0,,2011
,Mickey Mouse Club House: Space Adventure,Adventure,,0,,2011
,The River Why,Drama,,0,,2011
,,,,,,2011
9-Nov,J. Edgar,Drama,,37306030,Play,2011
,On ne choisit pas sa famille,,,0,,2011
,,,,,,2011
11-Nov,11/11/2011,Horror,,38100,,2011
,La conquête,Drama,,74474,,2011
,The Greening of Whitney Brown,Adventure,,0,,2011
,Immortals,Action,75000000,83504017,Play,2011
,Into the Abyss,Documentary,,223880,,2011
,Jack and Jill,Comedy,,74158157,Play,2011
,London Boulevard,Drama,,16075,,2011
,Melancholia,Thriller/Suspense,9400000,3030848,,2011
,Rockstar,Drama,,985912,,2011
,Thrive,Documentary,,0,,2011
,Tropa de Elite 2: O Inimigo Agora É Outro,Action,,100119,,2011
,,,,,,2011
14-Nov,Pond Hockey,Documentary,,0,,2011
,,,,,,2011
15-Nov,Dragons: Gift of the Night Fury,Adventure,,0,,2011
,,,,,,2011
16-Nov,The Descendants,Drama,,82624961,,2011
,Steve Jobs: The Lost Interview,Documentary,,105710,,2011
,Tomboy,Drama,,130271,,2011
,Wana Dubie's War,Documentary,,0,,2011
,,,,,,2011
18-Nov,Another Happy Day,Drama,,9120,,2011
,Division III: Football's Finest,Comedy,,0,,2011
,Eames: The Architect and the Painter,Documentary,,153088,,2011
,Flamenco: Flamenco,Documentary,,29435,,2011
,Garbo: El espía,Documentary,,28563,,2011
,Happy Feet Two,Adventure,135000000,64006466,Play,2011
,Hero Hitler in Love,Romantic Comedy,,0,,2011
,Im Himmel: unter der Erde,Documentary,,0,,2011
,The Heir Apparent: Largo Winch,Action,,10352,,2011
,The Lie,Black Comedy,,0,,2011
,Rid of Me,Black Comedy,,11740,,2011
,The Twilight Saga: Breaking Dawn: Part 1,Drama,127500000,281287133,Play,2011
,Tyrannosaur,Drama,,22088,,2011
,,,,,,2011
22-Nov,A Madea Christmas: The Play,Comedy,,0,,2011
,The Sleeping Beauty,Concert/Performance,,0,,2011
,,,,,,2011
23-Nov,Arthur Christmas,Adventure,85000000,46462469,Play,2011
,A Dangerous Method,Drama,20000000,5702083,Play,2011
,Hugo,Adventure,180000000,73864507,Play,2011
,The Muppets,Comedy,45000000,88625922,Play,2011
,My Week with Marilyn,Drama,,14597405,Play,2011
,Rampart,Drama,,969239,Play,2011
,,,,,,2011
25-Nov,L'apollonide - souvenirs de la maison close,Drama,,19327,,2011
,The Artist,Drama,16000000,44667095,Play,2011
,Crazy Wisdom,Documentary,,86583,,2011
,Desi Boyz,Comedy,,1066167,,2011
,Les emotifs anonymes,Drama,,0,,2011
,Noruwei no mori,Drama,,31406,,2011
,The Ridges,Horror,17300,0,,2011
,,,,,,2011
26-Nov,Eiga Kaibutsu-kun,Adventure,,0,,2011
,Ice Age: A Mammoth Christmas Special,Adventure,,0,,2011
,We Bought a Zoo,Drama,50000000,75624550,Play,2011
,,,,,,2011
29-Nov,Kylie 3D: Aphrodite Les Folies,Concert/Performance,,0,,2011
,,,,,,2011
30-Nov,Esmeralda,Concert/Performance,,0,,2011
,Khodorkovsky,Documentary,,39522,,2011
December: 2011,,,,,,2011
2-Dec,Answers to Nothing,Drama,,22049,,2011
,Autoreiji,Drama,,44745,,2011
,Coriolanus,Drama,10000000,749641,Play,2011
,Force of Nature: The David Suzuki Movie,Documentary,,0,,2011
,I Am Singh,Drama,,0,,2011
,Lads & Jockeys,Documentary,,0,,2011
,Pastorela,,,161194,,2011
,Shame,Drama,6500000,4002293,Play,2011
,Sleeping Beauty,Drama,,37710,,2011
,A Warrior's Heart,Drama,,0,Play,2011
,,,,,,2011
4-Dec,Rejoice: Give Thanks: and Sing - 100th St. Olaf Christmas Festival Live,Concert/Performance,,0,,2011
,,,,,,2011
6-Dec,Arabia 3D,,,0,,2011
,Chicago The Band Presents an Evening of Holiday Music and Greatest Hits,Concert/Performance,,0,,2011
,Psychic Experiment,,,0,,2011
,,,,,,2011
9-Dec,Catch .44,Drama,,0,,2011
,Happy People: A Year in the Taiga,Documentary,,338987,,2011
,I Melt with You,Drama,,6361,,2011
,Knuckle,Documentary,,2647,,2011
,Ladies vs Ricky Bahl,Romantic Comedy,,0,,2011
,London River,Drama,,0,,2011
,Ma part du gateau,Drama,,6850,,2011
,Les Neiges du Kilimanjaro,Drama,,51975,,2011
,New Year's Eve,Romantic Comedy,26000000,54544638,Play,2011
,The Sitter,Comedy,,30542576,Play,2011
,Tinker Tailor Soldier Spy,Thriller/Suspense,21000000,24149393,Play,2011
,W.E.,Drama,,582075,Play,2011
,We Need to Talk About Kevin,Drama,,1738692,,2011
,Young Adult,Comedy,12000000,16311571,Play,2011
,The Descendants,Comedy,20000000,177243185,,2011
,,,,,,2011
12-Dec,Daguerréotypes,Documentary,,0,,2011
,,,,,,2011
13-Dec,George Balanchine's The Nutcracker,Concert/Performance,,0,,2011
,Kill Katie Malone,,,0,,2011
,,,,,,2011
14-Dec,Addiction Incorporated,Documentary,,40106,,2011
,,,,,,2011
15-Dec,Rubbeldiekatz,Romantic Comedy,,0,,2011
,,,,,,2011
16-Dec,Alvin and the Chipmunks: Chipwrecked,Comedy,,133107389,Play,2011
,Carnage,Drama,,2546747,Play,2011
,Cook County,Drama,,17977,,2011
,Corman's World: Exploits of a Hollywood Rebel,Documentary,,3050,,2011
,Footprints,Drama,,0,,2011
,Mission: Impossible - Ghost Protocol,Action,145000000,209397903,Play,2011
,Sherlock Holmes: A Game of Shadows,Action,,186848418,Play,2011
,,,,,,2011
17-Dec,Friends Mononoke-jima no Naki,Adventure,,0,,2011
,,,,,,2011
20-Dec,The Girl with the Dragon Tattoo,Thriller/Suspense,90000000,102515793,Play,2011
,,,,,,2011
21-Dec,The Adventures of Tintin,Adventure,130000000,77591831,Play,2011
,Albert Nobbs,Drama,7500000,3014696,Play,2011
,Jin líng shí san chai,Drama,100000000,311434,Play,2011
,The Magic Flute,Concert/Performance,,0,,2011
,,,,,,2011
22-Dec,Don 2,Action,,3674480,,2011
,Hansel and Gretel,Concert/Performance,,0,,2011
,,,,,,2011
23-Dec,In The Land of Blood and Honey,Drama,,303877,,2011
,Miss Minoes,Adventure,,10189,,2011
,Pina,Documentary,,3520458,,2011
,Prince of the Himalayas,Drama,,9178,,2011
,,,,,,2011
25-Dec,The Darkest Hour,Action,34800000,21443494,Play,2011
,Extremely Loud and Incredibly Close,Drama,,31847881,Play,2011
,War Horse,Drama,70000000,79883359,Play,2011
,,,,,,2011
27-Dec,CHOP,Black Comedy,,0,,2011
,Game Time,Drama,,0,,2011
,Hostel: Part III,,,0,,2011
,The Hunters,,,0,,2011
,In the Name of the King 2,Adventure,,0,,2011
,The Pool Boys,,,0,,2011
,,,,,,2011
28-Dec,Pariah,Drama,,769552,Play,2011
,El Sicario Room 164,Documentary,,0,,2011
,,,,,,2011
29-Dec,Ivan Tsarevich i Seryy Volk,Action,,0,,2011
,,,,,,2011
30-Dec,Angels Crest,Drama,,832,,2011
,The Iron Lady,Drama,14000000,29959436,Play,2011
,Jodaeiye Nader az Simin,Drama,800000,7098492,Play,2011
,,,,,,2011
31-Dec,105 Degrees and Rising,Drama,,0,,2011
,11 Minutes,Drama,,0,,2011
,12 Wishes of Christmas,,,0,,2011
,16-LOVE,Drama,,0,,2011
,1666,Horror,,0,,2011
,17 Miracles,,,0,,2011
,1906,Drama,,0,,2011
,2-Face,Comedy,,0,,2011
,20:00 Leagues Under the Sea,Adventure,,0,,2011
,2012 Ice Age,,,0,,2011
,2012 Zombie Apocalypse,Horror,,0,,2011
,23:59,Horror,,0,,2011
,24: The Movie,Thriller/Suspense,,0,,2011
,28 Months Later,Horror,,0,,2011
,3 Blind Saints,Comedy,,0,,2011
,36,Drama,,0,,2011
,The 39 Clues,Adventure,,0,,2011
,442nd,Drama,,0,,2011
,58: The Film,,,0,,2011
,920 Sacramento,Drama,,0,,2011
,Aaron and Sarah,Romantic Comedy,,0,,2011
,About Fifty,,,2500,,2011
,Absentia,Horror,,0,,2011
,Accidentes,Comedy,,0,,2011
,Ace Wonder: Message From a Dead Man,,,0,,2011
,The Adventurer's Handbook,Comedy,,0,,2011
,The Adventures of Brigadier Gerard,Comedy,,0,,2011
,Afghan Luke,,,0,,2011
,Afrosamurai,Action,,0,,2011
,Against All Enemies,Drama,,0,,2011
,The Age of Adaline,Drama,,0,,2011
,Águila Roja: La Película,,,0,,2011
,The Alchemist,Drama,,0,,2011
,Algorithm,Comedy,,0,,2011
,Alien Armageddon,,,0,,2011
,All of Me,Comedy,,0,,2011
,All Quiet on the Western Front,Drama,,0,,2011
,Als der Weihnachtsmann vom Himmel fiel,Comedy,,0,,2011
,Amazon,Action,,0,,2011
,American Breakdown,,,0,,2011
,American Jesus,Action,,0,,2011
,American Pastoral,Drama,,0,,2011
,American Rust,Drama,,0,,2011
,Amsterdam Heavy,,,0,,2011
,Amulet,Adventure,,0,,2011
,Anaganaga - O - Dheerudu,Adventure,,0,,2011
,Andarushia: Megami No Houfuku,,,0,,2011
,Angel Dog,,,0,,2011
,Annie Claus is Coming to Town,Comedy,,0,,2011
,Anything But Ordinary,Drama,,0,,2011
,Approximately Nels Cline,Documentary,,0,,2011
,Arabian Nights,Adventure,,0,,2011
,Aram Zam Zam: Ili Vsyo Vklyucheno,,,0,,2011
,Arizona,Drama,,0,,2011
,The Art of Flight,Documentary,,0,,2011
,The Art of Making Money,Thriller/Suspense,,0,,2011
,Asi Es La Suerte,,,0,,2011
,The Assailant,,,0,,2011
,Assalto ao Banco Central,,,0,,2011
,The Assassin,Drama,,0,,2011
,Assassin's Code,,,0,,2011
,The Associate,Thriller/Suspense,,0,,2011
,At the Mountains of Madness,Adventure,,0,,2011
,Atlantis Rising,Action,,0,,2011
,Attica,Drama,,0,,2011
,Austin Powers 4,Comedy,,0,,2011
,Avan Ivan,,,0,,2011
,Avon Man,Comedy,,0,,2011
,AWOL,,,0,,2011
,B Jia Zhen Tan,,,0,,2011
,B Qu 32 Hao,Horror,,0,,2011
,Baby Driver,Drama,,0,,2011
,Back to the Sea,Adventure,,0,,2011
,Backstage At Budz House,Comedy,,0,,2011
,Backwoods,Drama,,0,,2011
,Badrinath,Action,,0,,2011
,Ballers,,,0,,2011
,Banking on Mr. Toad,Drama,,0,,2011
,Barbarella,Adventure,,0,,2011
,Barefoot Bandit,Drama,,0,,2011
,Battle Force,,,0,,2011
,Battlestar Galactica,Action,,0,,2011
,Bbuddah: Hoga Tera Baap,,,326011,,2011
,Beast of Bataan,Drama,,0,,2011
,The Beautiful and the Damned,Drama,,0,,2011
,Bed & Breakfast,,,0,,2011
,Beethoven's Christmas Adventure,,,0,,2011
,The Bell Jar,Drama,,0,,2011
,Berenstain Bears,Adventure,,0,,2011
,Beul-la-in-deu,Thriller/Suspense,,0,,2011
,Beverly Hills Cop IV,Action,,0,,2011
,BFF and Baby,Comedy,,0,,2011
,Bheja Fry 2,Comedy,,22266,,2011
,The Big Bad,Horror,,0,,2011
,Billy Batson and the Legend of Shazam,Action,,0,,2011
,Billy Bishop Goes to War,Drama,,0,,2011
,Billy T: Te Movie,Drama,,0,,2011
,The Birds,Horror,,0,,2011
,Birdsong,Drama,,0,,2011
,Black,,,0,,2011
,Black Flies,Drama,,0,,2011
,Black Panther,Action,,0,,2011
,Blind,Drama,,0,,2011
,Blink,Drama,,0,,2011
,Blonde,Drama,,0,,2011
,Blood Meridian,Drama,,0,,2011
,Bloodwork,,,0,,2011
,Blubberella,,,0,,2011
,Bo chi tung wah,,,0,,2011
,Boo U.,Adventure,,0,,2011
,Born to Race,,,0,,2011
,The Boston Stranglers,Thriller/Suspense,,0,,2011
,Bou ying,,,0,,2011
,Boulevard,Drama,,0,,2011
,Bounty Hunters,,,0,,2011
,The Boxer and the Bombshell,,,0,,2011
,Boy Toy,,,0,,2011
,Brave New World,Drama,,0,,2011
,The Brazilian Job,Action,,0,,2011
,Bridget Jones 3,Romantic Comedy,,0,,2011
,Brilliant,Thriller/Suspense,,0,,2011
,The Brotherhood of the Rose,Thriller/Suspense,,0,,2011
,Brothers in Arms,Drama,,0,,2011
,Bu Zai Rang Ni Gu Dan,Drama,,0,,2011
,Buck Rogers,Adventure,,0,,2011
,Buddha,Drama,,0,,2011
,Budz House,Comedy,,0,,2011
,The Burial,Drama,,0,,2011
,Burning Man,Drama,,0,,2011
,Burns,Drama,,0,,2011
,Buttercup,Drama,,0,,2011
,By Any Means Necessary,Action,,0,,2011
,By Virtue Fall,Drama,,0,,2011
,C'e chi dice no,,,0,,2011
,Cai Shen Ke Zhan,Comedy,,0,,2011
,California Indian,Drama,,0,,2011
,El callejon,Horror,,0,,2011
,La Cara Oculta,,,0,,2011
,Cartagena,Action,,0,,2011
,El Cartel De Los Sapos,,,0,,2011
