"","ReleaseDate","Movie","Genre","ProductionBudget","DomesticBoxOfficeToDate","Year","NetflixStars","OnNetflix","Awards","Nominations","BestPicture","RottenTomatosCriticsScore","RottenTomatosAudienceScore","BigGenre","Oscar","Blockbuster","CalDate"
"684","11-Apr","Prom Night","Horror",18000000,43869350,2008,NA,"Not on Netflix",0,0,0,8,38,"Horror"," Nominated"," Under 100M",4.35483871
"685","11-Apr","Street Kings","Thriller/Suspense",20000000,26415649,2008,NA,"Not on Netflix",0,0,0,36,58,"Thriller/Suspense"," Nominated"," Under 100M",4.35483871
"686","11-Apr","The Visitor","Comedy",4000000,9427026,2008,NA,"Not on Netflix",0,0,0,89,84,"Comedy"," Nominated"," Under 100M",4.35483871
"687","18-Apr","88 Minutes","Thriller/Suspense",30000000,16930884,2008,NA,"Not on Netflix",0,0,0,5,44,"Thriller/Suspense"," Nominated"," Under 100M",4.580645161
"688","18-Apr","The Forbidden Kingdom","Action",55000000,52075270,2008,NA,"Not on Netflix",0,0,0,64,60,"Action"," Nominated"," Under 100M",4.580645161
"689","18-Apr","Forgetting Sarah Marshall","Comedy",30000000,63172463,2008,NA,"Not on Netflix",0,0,0,84,76,"Comedy"," Nominated"," Under 100M",4.580645161
"690","18-Apr","Life Before Her Eyes","Drama",12000000,303439,2008,NA,"Not on Netflix",0,0,0,24,52,"Drama"," Nominated"," Under 100M",4.580645161
"691","18-Apr","Pathology","Thriller/Suspense",8000000,109045,2008,3.2,"On Netflix",0,0,0,43,40,"Thriller/Suspense"," Nominated"," Under 100M",4.580645161
"692","25-Apr","Baby Mama","Comedy",30000000,60494212,2008,NA,"Not on Netflix",0,0,0,64,56,"Comedy"," Nominated"," Under 100M",4.806451613
"693","25-Apr","Harold & Kumar Escape from Guantanamo Bay","Comedy",12000000,38108728,2008,NA,"Not on Netflix",0,0,0,53,60,"Comedy"," Nominated"," Under 100M",4.806451613
"694","2-May","Iron Man","Action",186000000,318604126,2008,NA,"Not on Netflix",0,0,0,93,91,"Action"," Nominated"," Over 100M",5.064516129
"695","2-May","Made of Honor","Romantic Comedy",40000000,46012734,2008,NA,"Not on Netflix",0,0,0,14,55,"Comedy"," Nominated"," Under 100M",5.064516129
"696","2-May","Son of Rambow: A Home Movie","Comedy",2000000,1785505,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Comedy"," Nominated"," Under 100M",5.064516129
"697","3-May","What Happens in Vegas...","Romantic Comedy",35000000,80277646,2008,NA,"Not on Netflix",0,0,0,27,66,"Comedy"," Nominated"," Under 100M",5.096774194
"698","9-May","Poultrygeist: Night of the Chicken Dead","Comedy",450000,13804,2008,2.8,"On Netflix",0,0,0,62,67,"Comedy"," Nominated"," Under 100M",5.290322581
"699","9-May","Speed Racer","Action",120000000,43945766,2008,NA,"Not on Netflix",0,0,0,39,60,"Action"," Nominated"," Under 100M",5.290322581
"700","16-May","The Chronicles of Narnia: Prince Caspian","Adventure",225000000,141621490,2008,NA,"Not on Netflix",0,0,0,67,73,"Adventure"," Nominated"," Over 100M",5.516129032
"701","22-May","Indiana Jones and the Kingdom of the Crystal Skull","Adventure",185000000,317023851,2008,NA,"Not on Netflix",0,0,0,78,54,"Adventure"," Nominated"," Over 100M",5.709677419
"702","23-May","The Children of Huang Shi","Drama",20000000,1031872,2008,NA,"Not on Netflix",0,0,0,30,66,"Drama"," Nominated"," Under 100M",5.741935484
"703","28-May","Savage Grace","Drama",4600000,434417,2008,NA,"Not on Netflix",0,0,0,38,39,"Drama"," Nominated"," Under 100M",5.903225806
"704","30-May","Sex and the City","Comedy",57500000,152647258,2008,NA,"Not on Netflix",0,0,0,50,77,"Comedy"," Nominated"," Over 100M",5.967741935
"705","30-May","The Strangers","Thriller/Suspense",9000000,52597610,2008,NA,"Not on Netflix",0,0,0,45,47,"Thriller/Suspense"," Nominated"," Under 100M",5.967741935
"706","6-Jun","And When Did You Last See Your Father?","Drama",8000000,1071240,2008,NA,"Not on Netflix",0,0,0,72,64,"Drama"," Nominated"," Under 100M",6.193548387
"707","6-Jun","Kung Fu Panda","Adventure",130000000,215434591,2008,NA,"Not on Netflix",0,0,0,87,82,"Adventure"," Nominated"," Over 100M",6.193548387
"708","13-Jun","Baghead","Drama",200000,140016,2008,NA,"Not on Netflix",0,0,0,78,48,"Drama"," Nominated"," Under 100M",6.419354839
"709","13-Jun","The Happening","Thriller/Suspense",60000000,64506874,2008,NA,"Not on Netflix",0,0,0,17,24,"Thriller/Suspense"," Nominated"," Under 100M",6.419354839
"710","13-Jun","The Incredible Hulk","Adventure",137500000,134806913,2008,3.6,"On Netflix",0,0,0,67,72,"Adventure"," Nominated"," Over 100M",6.419354839
"711","20-Jun","Kit Kittredge: An American Girl","Drama",10000000,17657973,2008,NA,"Not on Netflix",0,0,0,78,69,"Drama"," Nominated"," Under 100M",6.64516129
"712","27-Jun","WALL-E","Adventure",180000000,223808164,2008,NA,"Not on Netflix",1,6,0,96,89,"Adventure"," Not Nominated"," Over 100M",6.870967742
"713","27-Jun","Wanted","Action",75000000,134508551,2008,NA,"Not on Netflix",0,0,0,71,69,"Action"," Nominated"," Over 100M",6.870967742
"714","1-Jul","Hancock","Action",150000000,227946274,2008,NA,"Not on Netflix",0,0,0,41,60,"Action"," Nominated"," Over 100M",7.032258065
"715","3-Jul","The Wackness","Comedy",6000000,2077046,2008,NA,"Not on Netflix",0,0,0,69,72,"Comedy"," Nominated"," Under 100M",7.096774194
"716","4-Jul","Astérix aux Jeux Olympiques","Adventure",113500000,999811,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Adventure"," Nominated"," Under 100M",7.129032258
"717","11-Jul","August","Drama",3400000,12636,2008,3.2,"On Netflix",0,0,0,35,22,"Drama"," Nominated"," Under 100M",7.35483871
"718","11-Jul","Hellboy 2: The Golden Army","Action",82500000,75986503,2008,NA,"Not on Netflix",0,0,0,87,70,"Action"," Nominated"," Under 100M",7.35483871
"719","11-Jul","Journey to the Center of the Earth","Adventure",45000000,101704370,2008,3.6,"On Netflix",0,0,0,61,52,"Adventure"," Nominated"," Over 100M",7.35483871
"720","11-Jul","Meet Dave","Comedy",60000000,11803254,2008,NA,"Not on Netflix",0,0,0,19,36,"Comedy"," Nominated"," Under 100M",7.35483871
"721","18-Jul","The Dark Knight","Action",185000000,533345358,2008,NA,"Not on Netflix",2,8,0,88,90,"Action"," Not Nominated"," Over 100M",7.580645161
"722","18-Jul","Space Chimps","Adventure",37000000,30105968,2008,NA,"Not on Netflix",0,0,0,34,33,"Adventure"," Nominated"," Under 100M",7.580645161
"723","18-Jul","Transsiberian","Thriller/Suspense",15000000,2203641,2008,NA,"Not on Netflix",0,0,0,91,65,"Thriller/Suspense"," Nominated"," Under 100M",7.580645161
"724","25-Jul","Bienvenue chez les Ch'tis","Comedy",16000000,1477650,2008,NA,"Not on Netflix",0,0,0,71,78,"Comedy"," Nominated"," Under 100M",7.806451613
"725","25-Jul","Step Brothers","Comedy",65000000,100468793,2008,NA,"Not on Netflix",0,0,0,55,68,"Comedy"," Nominated"," Over 100M",7.806451613
"726","25-Jul","The X-Files: I Want to Believe","Action",35000000,20982478,2008,NA,"Not on Netflix",0,0,0,32,32,"Action"," Nominated"," Under 100M",7.806451613
"727","1-Aug","Frozen River","Drama",1000000,2511476,2008,NA,"Not on Netflix",0,0,0,87,74,"Drama"," Nominated"," Under 100M",8.032258065
"728","1-Aug","Midnight Meat Train","Thriller/Suspense",15000000,73548,2008,NA,"Not on Netflix",0,0,0,71,50,"Thriller/Suspense"," Nominated"," Under 100M",8.032258065
"729","1-Aug","The Mummy: Tomb of the Dragon Emperor","Adventure",175000000,102491776,2008,NA,"Not on Netflix",0,0,0,13,30,"Adventure"," Nominated"," Over 100M",8.032258065
"730","1-Aug","Swing Vote","Comedy",21000000,16289867,2008,NA,"Not on Netflix",0,0,0,38,42,"Comedy"," Nominated"," Under 100M",8.032258065
"731","6-Aug","The Pineapple Express","Comedy",26000000,87341380,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Comedy"," Nominated"," Under 100M",8.193548387
"732","6-Aug","The Sisterhood of the Traveling Pants 2","Adventure",27000000,44089964,2008,NA,"Not on Netflix",0,0,0,64,66,"Adventure"," Nominated"," Under 100M",8.193548387
"733","13-Aug","Tropic Thunder","Comedy",90000000,110461307,2008,NA,"Not on Netflix",0,0,0,83,70,"Comedy"," Nominated"," Over 100M",8.419354839
"734","14-Aug","The Rise and Fall of Miss Thang","Drama",10000,401,2008,NA,"Not on Netflix",0,0,0,-1,100,"Drama"," Nominated"," Under 100M",8.451612903
"735","15-Aug","Fly Me To the Moon","Adventure",25000000,14543943,2008,3.2,"On Netflix",0,0,0,19,24,"Adventure"," Nominated"," Under 100M",8.483870968
"736","15-Aug","Star Wars: The Clone Wars","Adventure",8500000,35161554,2008,3.5,"On Netflix",0,0,0,18,39,"Adventure"," Nominated"," Under 100M",8.483870968
"737","15-Aug","Vicky Cristina Barcelona","Comedy",16000000,23216709,2008,NA,"Not on Netflix",1,1,0,81,74,"Comedy"," Not Nominated"," Under 100M",8.483870968
"738","20-Aug","The Rocker","Comedy",15000000,6409528,2008,NA,"Not on Netflix",0,0,0,41,47,"Comedy"," Nominated"," Under 100M",8.64516129
"739","22-Aug","Death Race","Action",65000000,36316032,2008,NA,"Not on Netflix",0,0,0,43,61,"Action"," Nominated"," Under 100M",8.709677419
"740","22-Aug","Hamlet 2","Comedy",9000000,4886216,2008,NA,"Not on Netflix",0,0,0,62,55,"Comedy"," Nominated"," Under 100M",8.709677419
"741","22-Aug","The House Bunny","Comedy",25000000,48237389,2008,NA,"Not on Netflix",0,0,0,41,51,"Comedy"," Nominated"," Under 100M",8.709677419
"742","22-Aug","The Longshots","Drama",23000000,11511323,2008,NA,"Not on Netflix",0,0,0,40,62,"Drama"," Nominated"," Under 100M",8.709677419
"743","27-Aug","Traitor","Thriller/Suspense",22000000,23530831,2008,NA,"Not on Netflix",0,0,0,63,64,"Thriller/Suspense"," Nominated"," Under 100M",8.870967742
"744","29-Aug","Babylon A.D.","Action",45000000,22532572,2008,NA,"Not on Netflix",0,0,0,6,26,"Action"," Nominated"," Under 100M",8.935483871
"745","29-Aug","College","Comedy",6000000,4694491,2008,NA,"Not on Netflix",0,0,0,5,27,"Comedy"," Nominated"," Under 100M",8.935483871
"746","29-Aug","Disaster Movie","Comedy",20000000,14190901,2008,NA,"Not on Netflix",0,0,0,1,19,"Comedy"," Nominated"," Under 100M",8.935483871
"747","5-Sep","Bangkok Dangerous","Action",45000000,15298133,2008,NA,"Not on Netflix",0,0,0,9,26,"Action"," Nominated"," Under 100M",9.161290323
"748","12-Sep","Righteous Kill","Thriller/Suspense",60000000,40081410,2008,NA,"Not on Netflix",0,0,0,19,38,"Thriller/Suspense"," Nominated"," Under 100M",9.387096774
"749","12-Sep","The Women","Comedy",16000000,26902075,2008,NA,"Not on Netflix",0,0,0,13,38,"Comedy"," Nominated"," Under 100M",9.387096774
"750","19-Sep","Ghost Town","Romantic Comedy",20000000,13252641,2008,NA,"Not on Netflix",0,0,0,85,61,"Comedy"," Nominated"," Under 100M",9.612903226
"751","19-Sep","Igor","Comedy",30000000,19528602,2008,NA,"Not on Netflix",0,0,0,36,37,"Comedy"," Nominated"," Under 100M",9.612903226
"752","19-Sep","Lakeview Terrace","Thriller/Suspense",20000000,39263506,2008,NA,"Not on Netflix",0,0,0,45,39,"Thriller/Suspense"," Nominated"," Under 100M",9.612903226
"753","19-Sep","My Best Friend's Girl","Comedy",20000000,19219250,2008,NA,"Not on Netflix",0,0,0,14,47,"Comedy"," Nominated"," Under 100M",9.612903226
"754","19-Sep","Tropa de Elite","Action",6537890,8744,2008,NA,"Not on Netflix",0,0,0,53,87,"Action"," Nominated"," Under 100M",9.612903226
"755","26-Sep","Eagle Eye","Thriller/Suspense",80000000,101440743,2008,NA,"Not on Netflix",0,0,0,26,62,"Thriller/Suspense"," Nominated"," Over 100M",9.838709677
"756","26-Sep","Fireproof","Drama",500000,33456317,2008,4.1,"On Netflix",0,0,0,40,83,"Drama"," Nominated"," Under 100M",9.838709677
"757","26-Sep","The Lucky Ones","Drama",14000000,266967,2008,NA,"Not on Netflix",0,0,0,36,54,"Drama"," Nominated"," Under 100M",9.838709677
"758","26-Sep","Miracle at St. Anna","Drama",45000000,7916887,2008,NA,"Not on Netflix",0,0,0,34,51,"Drama"," Nominated"," Under 100M",9.838709677
"759","3-Oct","An American Carol","Comedy",20000000,7013191,2008,NA,"Not on Netflix",0,0,0,11,46,"Comedy"," Nominated"," Under 100M",10.09677419
"760","3-Oct","Beverly Hills Chihuahua","Comedy",20000000,94514402,2008,NA,"Not on Netflix",0,0,0,41,52,"Comedy"," Nominated"," Under 100M",10.09677419
"761","3-Oct","Blindness","Thriller/Suspense",25000000,3073392,2008,NA,"Not on Netflix",0,0,0,43,47,"Thriller/Suspense"," Nominated"," Under 100M",10.09677419
"762","3-Oct","How to Lose Friends & Alienate People","Comedy",28000000,2775593,2008,NA,"Not on Netflix",0,0,0,36,43,"Comedy"," Nominated"," Under 100M",10.09677419
"763","3-Oct","Nick and Norah's Infinite Playlist","Drama",10000000,31487293,2008,NA,"Not on Netflix",0,0,0,74,65,"Drama"," Nominated"," Under 100M",10.09677419
"764","3-Oct","Rachel Getting Married","Drama",12000000,12796861,2008,3,"On Netflix",0,0,0,85,62,"Drama"," Nominated"," Under 100M",10.09677419
"765","4-Oct","The Express","Drama",37500000,9793406,2008,NA,"Not on Netflix",0,0,0,61,75,"Drama"," Nominated"," Under 100M",10.12903226
"766","8-Oct","RocknRolla","Action",18000000,5700626,2008,NA,"Not on Netflix",0,0,0,59,71,"Action"," Nominated"," Under 100M",10.25806452
"767","10-Oct","Body of Lies","Thriller/Suspense",67500000,39394666,2008,NA,"Not on Netflix",0,0,0,54,62,"Thriller/Suspense"," Nominated"," Under 100M",10.32258065
"768","10-Oct","City of Ember","Adventure",38000000,7871693,2008,NA,"Not on Netflix",0,0,0,53,46,"Adventure"," Nominated"," Under 100M",10.32258065
"769","10-Oct","Good Dick","Drama",200000,28835,2008,NA,"Not on Netflix",0,0,0,51,52,"Drama"," Nominated"," Under 100M",10.32258065
"770","10-Oct","Quarantine","Horror",12000000,31691811,2008,NA,"Not on Netflix",0,0,0,58,45,"Horror"," Nominated"," Under 100M",10.32258065
"771","17-Oct","Max Payne","Action",35000000,40687294,2008,NA,"Not on Netflix",0,0,0,16,30,"Action"," Nominated"," Under 100M",10.5483871
"772","17-Oct","The Secret Life of Bees","Drama",11000000,37770162,2008,NA,"Not on Netflix",0,0,0,58,78,"Drama"," Nominated"," Under 100M",10.5483871
"773","17-Oct","Sex Drive","Comedy",19000000,8402485,2008,3.6,"On Netflix",0,0,0,46,59,"Comedy"," Nominated"," Under 100M",10.5483871
"774","17-Oct","W.","Drama",25100000,25534493,2008,NA,"Not on Netflix",0,0,0,27,78,"Drama"," Nominated"," Under 100M",10.5483871
"775","17-Oct","What Just Happened","Comedy",27000000,1090947,2008,NA,"Not on Netflix",0,0,0,51,22,"Comedy"," Nominated"," Under 100M",10.5483871
"776","24-Oct","Changeling","Thriller/Suspense",55000000,35739802,2008,NA,"Not on Netflix",0,0,0,63,82,"Thriller/Suspense"," Nominated"," Under 100M",10.77419355
"777","24-Oct","Heroes","Adventure",400000,655538,2008,3.8,"On Netflix",0,0,0,-1,55,"Adventure"," Nominated"," Under 100M",10.77419355
"778","24-Oct","Låt den rätte komma in","Horror",4500000,2122085,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Horror"," Nominated"," Under 100M",10.77419355
"779","24-Oct","Passchendaele","Drama",20000000,4452423,2008,NA,"Not on Netflix",0,0,0,36,59,"Drama"," Nominated"," Under 100M",10.77419355
"780","24-Oct","Pride and Glory","Drama",30000000,15740721,2008,NA,"Not on Netflix",0,0,0,35,50,"Drama"," Nominated"," Under 100M",10.77419355
"781","24-Oct","Roadside Romeo","Adventure",2000000,55202,2008,NA,"Not on Netflix",0,0,0,-1,49,"Adventure"," Nominated"," Under 100M",10.77419355
"782","24-Oct","Saw V","Horror",10800000,56746769,2008,NA,"Not on Netflix",0,0,0,12,53,"Horror"," Nominated"," Under 100M",10.77419355
"783","24-Oct","Synecdoche: New York","Drama",20000000,3083538,2008,NA,"Not on Netflix",0,0,0,68,70,"Drama"," Nominated"," Under 100M",10.77419355
"784","31-Oct","Zack and Miri Make a Porno","Comedy",24000000,31457946,2008,3.7,"On Netflix",0,0,0,65,67,"Comedy"," Nominated"," Under 100M",11
"785","7-Nov","The Boy in the Striped Pajamas","Drama",12500000,9046156,2008,4.2,"On Netflix",0,0,0,63,85,"Drama"," Nominated"," Under 100M",11.22580645
"786","7-Nov","Madagascar: Escape 2 Africa","Comedy",150000000,180010950,2008,NA,"Not on Netflix",0,0,0,64,66,"Comedy"," Nominated"," Over 100M",11.22580645
"787","12-Nov","Slumdog Millionaire","Drama",14000000,141319928,2008,NA,"Not on Netflix",8,10,1,94,90,"Drama"," Not Nominated"," Over 100M",11.38709677
"788","14-Nov","Quantum of Solace","Action",230000000,169368427,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Action"," Nominated"," Over 100M",11.4516129
"789","21-Nov","Bolt","Comedy",150000000,114053759,2008,NA,"Not on Netflix",0,0,0,88,74,"Comedy"," Nominated"," Over 100M",11.67741935
"790","21-Nov","Twilight","Drama",37000000,192769854,2008,3.3,"On Netflix",0,0,0,-1,74,"Drama"," Nominated"," Over 100M",11.67741935
"791","26-Nov","Australia","Drama",130000000,49554002,2008,NA,"Not on Netflix",0,0,0,55,65,"Drama"," Nominated"," Under 100M",11.83870968
"792","26-Nov","Four Christmases","Comedy",80000000,120146040,2008,NA,"Not on Netflix",0,0,0,25,48,"Comedy"," Nominated"," Over 100M",11.83870968
"793","26-Nov","Milk","Drama",20000000,31841299,2008,NA,"Not on Netflix",2,8,0,94,89,"Drama"," Not Nominated"," Under 100M",11.83870968
"794","5-Dec","Cadillac Records","Drama",12000000,8138000,2008,NA,"Not on Netflix",0,0,0,67,66,"Drama"," Nominated"," Under 100M",12.16129032
"795","5-Dec","Frost/Nixon","Drama",29000000,18622031,2008,NA,"Not on Netflix",0,0,0,92,88,"Drama"," Nominated"," Under 100M",12.16129032
"796","5-Dec","Punisher: War Zone","Action",35000000,8050977,2008,NA,"Not on Netflix",0,0,0,27,42,"Action"," Nominated"," Under 100M",12.16129032
"797","10-Dec","The Reader","Drama",32500000,34194407,2008,NA,"Not on Netflix",1,5,0,61,79,"Drama"," Not Nominated"," Under 100M",12.32258065
"798","10-Dec","Wendy and Lucy","Drama",300000,865695,2008,NA,"Not on Netflix",0,0,0,85,67,"Drama"," Nominated"," Under 100M",12.32258065
"799","10-Dec","The Duchess","Drama",27000000,43306325,2008,NA,"Not on Netflix",1,2,0,61,67,"Drama"," Not Nominated"," Under 100M",12.32258065
"800","12-Dec","Los Cronocrímenes","Thriller/Suspense",2600000,39127,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Thriller/Suspense"," Nominated"," Under 100M",12.38709677
"801","12-Dec","The Day the Earth Stood Still","Adventure",80000000,79366978,2008,3.8,"On Netflix",0,0,0,21,27,"Adventure"," Nominated"," Under 100M",12.38709677
"802","12-Dec","Delgo","Adventure",40000000,915840,2008,NA,"Not on Netflix",0,0,0,12,25,"Adventure"," Nominated"," Under 100M",12.38709677
"803","12-Dec","Doubt","Drama",20000000,33446470,2008,NA,"Not on Netflix",0,0,0,78,78,"Drama"," Nominated"," Under 100M",12.38709677
"804","12-Dec","Gran Torino","Drama",25000000,148095302,2008,NA,"Not on Netflix",0,0,0,79,90,"Drama"," Nominated"," Over 100M",12.38709677
"805","17-Dec","The Wrestler","Drama",6000000,26238243,2008,NA,"Not on Netflix",0,0,0,98,88,"Drama"," Nominated"," Under 100M",12.5483871
"806","19-Dec","Seven Pounds","Drama",54000000,69951824,2008,NA,"Not on Netflix",0,0,0,27,75,"Drama"," Nominated"," Under 100M",12.61290323
"807","19-Dec","The Tale of Despereaux","Adventure",60000000,50877145,2008,3.5,"On Netflix",0,0,0,56,45,"Adventure"," Nominated"," Under 100M",12.61290323
"808","19-Dec","Yes Man","Comedy",50000000,97690976,2008,NA,"Not on Netflix",0,0,0,45,66,"Comedy"," Nominated"," Under 100M",12.61290323
"809","25-Dec","Bedtime Stories","Comedy",80000000,110101975,2008,NA,"Not on Netflix",0,0,0,25,56,"Comedy"," Nominated"," Over 100M",12.80645161
"810","25-Dec","The Curious Case of Benjamin Button","Drama",160000000,127509326,2008,NA,"Not on Netflix",3,13,0,72,80,"Drama"," Not Nominated"," Over 100M",12.80645161
"811","25-Dec","Valkyrie","Thriller/Suspense",90000000,83077762,2008,3.4,"On Netflix",0,0,0,62,65,"Thriller/Suspense"," Nominated"," Under 100M",12.80645161
"812","26-Dec","Revolutionary Road","Drama",45000000,22911480,2008,NA,"Not on Netflix",0,0,0,68,71,"Drama"," Nominated"," Under 100M",12.83870968
"813","31-Dec","Defiance","Drama",50000000,28644813,2008,NA,"Not on Netflix",0,0,0,57,73,"Drama"," Nominated"," Under 100M",13
"814","31-Dec","Good","Drama",16000000,31631,2008,NA,"Not on Netflix",0,0,0,33,32,"Drama"," Nominated"," Under 100M",13
